Sex,Equipment,Age,BodyweightKg,BestSquatKg,BestDeadliftKg,Bestbench(kg)
M,Raw,32.0,77.6,192.5,237.5,137.5
M,Raw,19.5,81.4,190.0,286.0,130.0
M,Raw,24.0,74.1,165.0,215.0,130.0
M,Raw,41.0,74.8,247.5,300.0,170.0
F,Single-ply,27.5,62.34,205.0,167.5,117.5
M,Single-ply,17.5,52.95,250.0,145.0,150.0
M,Raw,22.5,72.6,130.0,162.5,107.5
M,Raw,21.0,89.5,200.0,205.0,137.5
F,Single-ply,29.0,59.95,160.0,160.0,92.5
M,Raw,25.0,90.0,247.5,292.5,170.0
F,Raw,30.5,84.0,155.0,170.0,85.0
M,Raw,18.5,81.5,195.0,210.0,150.0
M,Raw,24.5,72.33,187.5,175.0,100.0
M,Raw,19.0,88.45,175.0,220.0,132.5
M,Wraps,23.0,105.8,317.5,312.5,182.5
M,Wraps,22.0,87.4,177.5,182.5,87.5
M,Raw,15.0,79.83,165.0,190.0,105.0
F,Wraps,22.0,53.8,100.0,92.5,45.0
M,Raw,34.0,86.7,155.0,185.0,92.5
M,Raw,29.0,82.37,155.0,195.0,120.0
M,Raw,22.5,85.75,207.5,207.5,127.5
M,Raw,27.5,120.6,185.0,227.5,122.5
M,Single-ply,22.5,73.92,247.5,242.5,162.5
M,Wraps,22.0,96.9,212.5,232.5,150.0
M,Raw,24.5,117.1,162.5,197.5,102.5
M,Raw,15.0,51.39,85.0,122.5,70.0
F,Raw,31.5,69.0,105.0,127.5,57.5
M,Wraps,21.0,106.8,220.0,272.5,160.0
M,Raw,18.5,63.9,80.0,110.0,70.0
M,Raw,24.5,82.5,182.5,195.0,122.5
F,Wraps,27.0,88.8,152.5,162.5,85.0
F,Raw,29.0,66.7,120.0,152.5,62.5
M,Raw,22.0,88.9,205.0,237.5,142.5
M,Raw,15.5,59.4,140.0,155.0,70.0
F,Raw,35.5,71.7,125.0,147.5,75.0
M,Wraps,39.0,98.6,247.5,260.0,162.5
M,Raw,52.0,123.4,230.0,275.0,162.5
M,Raw,30.0,96.3,180.0,205.0,100.0
M,Raw,23.5,73.66,232.5,242.5,152.5
M,Wraps,31.0,88.0,227.5,235.0,182.5
M,Wraps,22.0,90.72,226.8,238.14,156.49
M,Raw,42.0,107.4,240.0,245.0,205.0
M,Raw,22.0,74.5,167.5,182.5,105.0
M,Raw,21.0,75.4,192.5,235.0,140.0
M,Wraps,52.0,88.7,230.0,235.0,140.0
F,Raw,23.0,66.7,72.5,92.5,50.0
M,Raw,18.5,80.9,147.5,182.5,100.0
M,Raw,20.0,67.2,142.5,162.5,82.5
F,Raw,27.0,81.5,152.5,160.0,72.5
M,Raw,34.0,82.1,182.5,215.0,140.0
M,Raw,17.5,92.79,167.5,262.5,112.5
M,Raw,52.5,115.4,142.5,192.5,122.5
M,Raw,22.0,89.63,250.0,250.0,182.0
F,Raw,19.0,82.8,150.0,187.5,65.0
M,Wraps,26.0,66.22,182.5,227.5,117.5
M,Multi-ply,27.0,59.6,207.5,165.0,132.5
M,Raw,24.5,73.84,250.0,270.0,150.0
F,Raw,35.0,59.8,82.5,125.0,60.0
M,Wraps,34.0,120.0,275.0,315.0,162.5
M,Raw,17.0,110.86,115.0,192.5,85.0
M,Wraps,25.0,99.6,247.5,280.0,185.0
M,Raw,20.5,84.5,170.0,197.5,127.5
M,Raw,20.5,85.85,205.0,262.5,142.5
M,Raw,17.5,107.8,232.5,277.5,142.5
F,Raw,19.5,83.8,142.5,177.5,77.5
M,Raw,30.0,80.29,185.0,240.0,127.5
M,Raw,21.5,64.2,145.0,200.0,102.5
M,Raw,22.5,99.6,157.5,220.0,125.0
F,Raw,24.0,66.8,102.5,117.5,55.0
F,Raw,31.0,67.2,125.0,142.5,70.0
M,Raw,23.0,72.7,200.0,230.0,125.0
M,Raw,16.5,92.27,220.0,235.0,130.0
M,Raw,21.5,104.8,225.0,267.5,183.0
F,Raw,33.5,56.13,102.5,107.5,65.0
M,Single-ply,17.5,106.2,157.5,185.0,102.5
F,Raw,36.5,69.1,102.5,127.5,65.0
F,Raw,26.5,46.62,82.5,115.0,60.0
M,Single-ply,43.0,124.8,255.0,255.0,230.0
M,Raw,27.5,58.82,187.5,210.0,125.0
M,Raw,24.0,98.88,170.0,175.0,112.5
F,Wraps,26.0,57.5,127.5,130.0,47.5
M,Raw,23.0,81.2,252.5,290.0,177.5
M,Raw,29.0,79.8,232.5,250.0,180.0
M,Raw,24.0,86.2,170.0,220.0,107.5
F,Raw,20.5,46.5,70.0,87.5,37.5
M,Raw,53.0,87.32,160.0,180.0,115.0
M,Raw,29.5,110.8,155.0,220.0,147.5
M,Single-ply,43.0,131.9,277.5,287.5,227.5
M,Wraps,21.0,89.4,265.0,265.0,175.0
M,Raw,13.0,68.76,90.0,125.5,60.0
M,Raw,31.0,80.6,155.0,172.5,112.5
M,Wraps,49.0,103.1,240.0,267.5,175.0
M,Raw,26.0,120.7,237.5,280.0,185.0
M,Raw,21.0,88.0,197.5,227.5,125.0
M,Single-ply,20.5,102.93,325.0,300.0,190.0
M,Wraps,22.0,109.1,300.0,310.0,162.5
M,Raw,29.5,104.6,195.0,270.0,190.0
M,Multi-ply,34.0,82.37,226.8,226.8,165.56
F,Raw,52.5,55.8,80.0,127.5,42.5
F,Raw,19.0,95.3,97.5,105.0,52.5
F,Wraps,43.0,86.5,102.5,112.5,37.5
M,Raw,25.0,80.3,127.5,157.5,102.5
F,Wraps,45.0,85.0,131.54,167.83,77.11
M,Single-ply,22.5,87.8,125.0,192.5,115.0
M,Wraps,28.0,130.27,342.5,320.0,220.0
M,Raw,25.5,73.6,160.0,215.0,95.0
F,Raw,26.0,63.7,137.5,132.5,60.0
M,Raw,26.0,105.87,230.0,237.5,147.5
F,Raw,26.5,72.0,150.0,160.0,55.0
M,Raw,45.5,107.6,150.0,160.0,110.0
F,Raw,14.5,46.9,92.5,105.0,50.0
M,Raw,15.5,73.5,130.0,135.0,75.0
F,Raw,29.5,69.2,77.5,95.0,45.0
M,Raw,48.5,92.1,160.0,175.0,110.0
M,Raw,33.0,105.4,205.0,217.5,162.5
M,Single-ply,50.5,92.92,272.5,280.0,207.5
M,Raw,40.0,89.81,227.5,260.0,137.5
M,Wraps,32.0,74.9,272.5,240.0,172.5
F,Raw,33.0,73.62,140.0,172.5,80.0
M,Raw,28.0,89.31,167.5,175.0,125.0
M,Raw,40.0,85.64,187.5,205.0,120.0
F,Single-ply,25.5,56.9,190.0,195.0,90.0
M,Wraps,34.0,142.0,300.0,295.0,205.0
M,Raw,42.5,58.31,140.0,140.0,90.0
F,Raw,33.0,67.4,127.5,117.5,55.0
F,Raw,22.5,46.85,95.0,115.0,57.5
M,Multi-ply,43.0,91.44,277.51,240.0,222.49
M,Wraps,54.0,81.83,204.12,206.38,129.27
M,Raw,23.0,90.4,192.5,245.0,145.0
M,Raw,24.0,89.81,207.5,260.0,130.0
M,Raw,37.0,108.2,250.0,275.0,167.5
M,Raw,24.0,75.3,117.5,145.0,85.0
M,Raw,27.0,89.8,215.0,272.5,170.0
M,Raw,20.0,74.16,182.5,225.0,107.5
M,Raw,21.5,92.65,187.5,247.5,112.5
M,Raw,20.5,78.1,165.0,227.5,117.5
F,Raw,38.0,51.3,82.5,117.5,42.5
F,Raw,35.0,84.5,142.5,155.0,77.5
M,Raw,20.5,73.1,202.5,215.0,122.5
M,Single-ply,22.5,123.9,332.5,280.0,192.5
F,Raw,29.0,61.0,62.5,102.5,30.0
F,Wraps,22.0,58.97,122.5,145.0,52.5
M,Wraps,18.0,72.1,225.0,232.5,115.0
M,Raw,25.0,67.13,175.0,215.0,107.5
M,Raw,43.0,107.2,192.5,200.0,102.5
F,Raw,27.0,51.17,77.5,102.5,47.5
M,Single-ply,13.5,71.53,122.5,147.5,75.0
F,Raw,36.5,102.92,138.4,158.8,77.1
F,Raw,34.0,55.6,72.5,95.0,40.0
F,Raw,45.0,72.1,125.0,150.0,65.0
M,Wraps,22.5,99.1,300.0,285.0,198.5
M,Single-ply,48.0,74.8,320.0,300.0,222.5
M,Raw,17.5,53.8,115.0,160.0,67.5
M,Raw,38.0,71.08,187.5,217.5,127.5
M,Single-ply,26.5,89.86,292.5,285.0,220.0
M,Raw,29.5,90.4,170.0,212.5,107.5
M,Raw,48.5,136.7,290.0,277.5,210.0
M,Wraps,27.0,107.95,312.5,325.0,195.0
M,Raw,21.0,99.84,182.5,200.0,125.0
M,Raw,30.0,98.3,240.0,275.0,160.0
F,Raw,22.0,53.4,115.0,135.0,70.0
M,Raw,18.0,88.7,217.5,242.5,135.0
M,Raw,32.0,139.0,192.5,242.5,165.0
M,Raw,23.5,86.1,200.0,265.0,145.0
M,Raw,19.0,80.7,200.0,215.0,107.5
M,Raw,37.0,82.35,227.5,272.5,145.0
M,Wraps,19.0,135.2,237.5,277.5,167.5
M,Single-ply,19.0,89.8,280.0,227.5,182.5
M,Raw,38.5,128.7,280.0,310.0,200.0
F,Raw,23.5,56.45,132.5,162.5,70.0
F,Raw,28.0,74.5,117.5,165.0,67.5
M,Raw,24.0,85.87,195.0,240.0,137.5
M,Raw,16.0,74.03,175.0,210.0,110.0
F,Raw,14.5,118.5,125.0,135.0,72.5
F,Raw,26.5,71.5,175.0,182.5,100.0
M,Raw,29.0,89.27,197.5,227.5,145.0
M,Wraps,27.0,74.35,230.0,255.0,157.5
F,Raw,15.0,48.0,92.5,120.0,42.5
M,Raw,20.5,72.2,162.5,207.5,90.0
M,Wraps,22.0,92.2,175.0,200.0,140.0
M,Raw,29.0,66.81,140.0,195.0,100.0
M,Raw,49.5,104.25,170.0,275.0,155.0
M,Raw,22.5,92.46,170.0,190.0,107.5
M,Raw,48.0,82.7,210.0,252.5,177.5
M,Raw,45.0,107.7,160.0,245.0,145.0
M,Raw,26.0,119.5,237.5,242.5,165.0
F,Single-ply,17.5,77.0,137.5,140.0,57.5
M,Single-ply,17.5,101.4,315.0,275.0,162.5
F,Raw,43.5,81.9,122.5,160.0,110.0
F,Raw,25.0,70.08,135.0,172.5,72.5
F,Raw,26.0,82.5,150.0,167.5,75.0
M,Wraps,51.0,124.38,344.73,319.78,185.97
M,Raw,18.5,58.4,140.0,155.0,65.0
F,Single-ply,25.5,59.9,187.5,185.0,105.0
M,Raw,29.0,81.6,225.0,220.0,120.0
M,Wraps,22.0,84.8,247.5,295.0,162.5
M,Raw,27.0,64.6,137.5,185.0,80.0
M,Raw,33.5,64.75,165.0,220.0,105.0
M,Raw,23.5,79.4,145.0,190.0,102.5
M,Raw,27.5,73.7,185.0,225.0,105.0
F,Single-ply,27.5,51.36,205.0,187.5,137.5
F,Raw,40.5,51.5,97.5,102.5,52.5
M,Raw,17.5,61.0,127.5,132.5,85.0
M,Wraps,23.0,95.25,155.0,185.0,100.0
M,Wraps,27.0,143.4,300.0,265.0,162.5
M,Single-ply,43.0,135.62,235.87,272.16,226.8
M,Raw,27.0,93.39,210.92,260.82,163.29
M,Raw,20.5,63.5,125.0,157.5,85.0
M,Raw,24.0,80.6,190.0,255.0,127.5
F,Raw,32.5,61.9,105.0,152.5,70.0
F,Raw,17.5,79.1,90.0,120.0,45.0
M,Wraps,43.0,124.9,220.0,245.0,190.0
M,Raw,27.0,94.0,210.0,310.0,175.0
M,Single-ply,30.0,75.3,270.0,302.5,220.0
F,Single-ply,31.5,50.82,165.0,187.5,82.5
M,Raw,19.5,72.8,82.5,122.5,72.5
M,Raw,22.5,65.3,197.5,245.0,95.0
M,Raw,25.0,119.0,287.5,322.5,192.5
F,Raw,29.0,74.3,102.5,145.0,62.5
F,Raw,26.5,56.8,122.5,162.5,67.5
F,Raw,39.5,46.55,107.5,127.5,70.0
F,Raw,30.5,100.9,100.0,142.5,55.0
F,Single-ply,17.5,82.14,190.0,170.0,107.5
F,Raw,39.5,79.7,72.5,85.0,42.5
M,Wraps,46.0,98.1,155.0,172.5,122.5
M,Raw,50.0,55.25,137.5,177.5,112.5
F,Raw,33.5,56.46,170.0,193.0,100.0
F,Raw,37.5,69.0,120.0,117.5,45.0
F,Raw,14.5,75.3,92.5,115.0,62.5
M,Raw,15.5,58.65,120.0,137.5,70.0
M,Raw,23.0,74.98,185.0,195.0,132.5
M,Raw,21.0,65.14,147.5,150.0,80.0
M,Raw,27.0,118.3,197.5,235.0,130.0
M,Raw,19.5,80.4,185.0,222.5,127.5
M,Raw,46.5,101.8,200.0,210.0,120.0
F,Raw,21.5,81.4,130.0,162.5,82.5
M,Raw,21.5,114.4,142.5,175.0,90.0
M,Raw,32.5,90.5,172.5,187.5,120.0
F,Raw,17.5,70.4,105.0,130.0,60.0
F,Single-ply,15.5,72.94,161.0,138.4,70.3
M,Raw,33.0,123.5,192.5,260.0,137.5
F,Raw,40.0,66.59,97.5,142.5,67.5
M,Raw,19.5,74.0,190.0,227.5,122.5
F,Wraps,42.0,55.93,70.31,79.38,45.36
M,Raw,21.0,94.8,212.5,242.5,137.5
F,Raw,20.0,51.2,105.0,145.0,57.5
M,Raw,33.0,73.53,155.0,190.0,112.5
M,Multi-ply,31.0,119.2,205.0,170.0,110.0
M,Raw,23.0,81.0,227.5,232.5,140.0
M,Raw,16.5,102.8,220.0,252.5,122.5
F,Raw,37.0,64.5,125.0,130.0,57.5
M,Single-ply,23.5,67.4,255.0,252.5,127.5
M,Raw,25.5,81.8,175.0,235.0,125.0
M,Raw,22.0,74.55,200.0,215.0,132.5
M,Raw,19.0,74.8,202.5,227.5,132.5
F,Raw,14.5,63.7,67.5,87.5,45.0
M,Raw,23.5,72.7,160.0,190.0,85.0
M,Raw,23.0,87.3,205.0,235.0,125.0
F,Single-ply,35.5,62.37,177.5,182.5,97.5
F,Raw,39.5,61.45,120.0,170.0,65.0
F,Raw,34.5,82.7,130.0,160.0,85.0
M,Raw,37.0,90.0,188.24,217.72,129.27
M,Single-ply,17.5,80.91,275.0,190.0,155.0
M,Wraps,36.0,137.0,337.5,387.5,210.0
F,Raw,30.0,74.8,177.5,195.0,95.0
M,Raw,33.0,83.01,200.0,210.0,142.5
M,Single-ply,15.5,58.6,145.0,205.0,87.5
M,Wraps,27.0,138.4,275.0,290.0,245.0
M,Raw,27.0,121.7,212.5,285.0,160.0
M,Raw,27.0,107.86,202.5,242.5,152.5
F,Raw,21.5,46.8,95.0,120.0,60.0
M,Wraps,44.0,92.35,175.0,182.5,117.5
F,Wraps,40.0,72.85,117.48,142.52,57.52
M,Raw,47.5,71.3,137.5,177.5,102.5
M,Raw,25.0,109.38,205.0,215.0,150.0
M,Raw,30.5,114.3,220.0,260.0,155.0
M,Wraps,31.0,106.8,202.5,235.0,152.5
M,Raw,21.0,127.4,227.5,260.0,132.5
F,Raw,22.0,73.58,107.5,117.5,62.5
F,Single-ply,17.5,54.9,130.0,130.0,70.0
M,Raw,34.5,72.6,227.5,240.0,140.0
M,Raw,27.5,103.6,277.5,282.5,135.0
M,Raw,36.0,98.52,215.0,267.5,185.0
M,Raw,23.5,79.67,160.0,185.0,100.0
F,Wraps,44.0,70.67,105.0,125.0,55.0
M,Raw,48.0,74.6,162.5,175.0,125.0
M,Raw,22.5,103.5,210.0,242.5,127.5
F,Raw,22.0,62.84,70.0,90.0,50.0
M,Raw,20.5,74.95,157.5,165.0,95.0
F,Raw,34.0,65.1,165.0,182.5,112.5
F,Raw,22.5,62.35,130.0,115.0,55.0
M,Raw,19.0,82.45,247.5,267.5,167.5
M,Wraps,25.0,81.6,170.0,205.0,125.0
M,Wraps,36.0,123.5,302.5,320.0,230.0
F,Raw,17.0,47.5,90.0,135.0,77.5
M,Raw,22.5,83.79,172.5,175.0,110.0
F,Raw,18.0,72.8,102.5,120.0,62.5
M,Raw,48.5,94.3,165.0,182.5,125.0
M,Raw,19.5,104.1,195.0,227.5,155.0
F,Single-ply,17.5,56.54,135.0,145.0,62.5
M,Raw,17.5,122.25,242.5,255.0,122.5
M,Raw,18.5,69.47,170.0,200.0,100.0
M,Raw,23.0,73.48,172.5,225.0,140.0
F,Raw,26.0,65.5,90.0,145.0,50.0
F,Raw,17.0,45.81,72.5,103.0,50.0
M,Wraps,20.0,101.1,220.0,275.0,142.5
M,Raw,28.5,73.7,155.0,215.0,112.5
F,Raw,39.0,87.0,137.5,170.0,77.5
M,Wraps,40.0,89.6,215.0,290.0,132.5
M,Wraps,20.0,98.43,256.28,254.01,188.24
M,Wraps,41.0,123.83,356.07,312.98,226.8
F,Raw,18.5,69.15,122.5,127.5,82.5
F,Wraps,22.0,75.75,120.2,158.76,56.7
F,Wraps,36.0,128.0,180.0,160.0,95.0
M,Raw,19.5,103.9,215.0,222.5,165.0
F,Single-ply,24.0,68.25,125.0,167.5,60.0
M,Wraps,26.0,67.3,190.0,195.0,125.0
F,Single-ply,29.5,71.9,212.5,222.5,157.5
M,Raw,23.0,66.8,185.0,245.0,125.0
F,Single-ply,17.5,83.95,135.0,147.5,95.0
M,Wraps,36.5,118.39,226.8,238.14,154.22
F,Wraps,52.0,72.6,80.0,85.0,47.5
F,Raw,21.0,56.6,105.0,120.0,57.5
M,Raw,49.5,99.5,227.5,262.5,157.5
M,Wraps,27.0,68.1,185.0,222.5,117.5
M,Raw,31.0,81.4,245.0,272.5,147.5
F,Single-ply,32.0,58.15,132.5,160.0,72.5
M,Wraps,14.0,72.94,102.5,95.0,67.5
M,Raw,15.0,63.2,115.0,145.0,67.5
F,Raw,32.5,110.8,117.5,147.5,75.0
M,Wraps,27.0,87.8,272.5,260.0,170.0
M,Wraps,24.0,88.4,207.5,257.5,142.5
F,Raw,22.0,64.7,125.0,175.0,67.5
M,Raw,42.0,108.3,212.5,227.5,140.0
M,Raw,24.0,82.3,177.5,205.0,132.5
M,Raw,33.0,86.6,195.0,232.5,125.0
F,Raw,13.5,29.3,32.5,40.0,20.0
F,Raw,21.0,74.45,132.5,137.5,67.5
F,Raw,31.5,71.38,130.0,145.0,92.5
M,Raw,23.0,84.73,182.5,187.5,115.0
M,Raw,25.0,108.9,220.0,290.0,127.5
M,Raw,54.0,66.0,105.0,175.0,75.0
M,Raw,40.0,105.8,227.5,247.5,160.0
F,Raw,20.0,66.4,150.0,170.0,85.0
M,Raw,28.0,79.6,190.0,240.0,155.0
F,Single-ply,26.5,51.4,65.0,107.5,42.5
M,Wraps,27.0,97.7,282.5,225.0,160.0
F,Raw,30.0,81.6,120.0,162.5,65.0
M,Raw,26.5,90.9,207.5,290.0,137.5
M,Raw,47.0,93.08,192.5,255.0,150.0
M,Raw,21.5,82.5,227.5,280.0,150.0
M,Multi-ply,35.0,94.35,312.98,274.42,242.67
M,Single-ply,31.5,58.68,240.0,225.0,162.5
F,Raw,19.5,63.0,80.0,65.0,90.0
M,Wraps,20.0,98.7,260.0,257.5,147.5
M,Raw,24.5,72.4,175.0,217.5,92.5
M,Single-ply,21.5,98.7,285.0,285.0,200.0
M,Raw,36.0,81.65,195.0,230.0,122.5
M,Raw,54.5,107.6,120.0,195.0,62.5
F,Raw,20.5,116.0,185.0,200.0,70.0
F,Raw,21.5,51.45,112.5,146.0,66.5
M,Raw,18.5,73.9,162.5,202.5,105.0
M,Raw,34.0,89.6,242.5,275.0,147.5
M,Raw,18.5,130.0,170.0,200.0,102.5
M,Raw,23.5,81.7,257.5,285.0,157.5
M,Raw,33.5,90.0,127.5,185.0,97.5
F,Raw,20.0,47.3,95.0,117.5,50.0
M,Raw,22.5,65.65,120.0,125.0,145.0
F,Wraps,48.0,71.21,90.72,104.33,47.63
M,Raw,42.5,73.2,182.5,202.5,120.0
M,Raw,42.0,88.95,75.0,250.0,75.0
M,Wraps,41.0,134.0,230.0,230.0,197.5
M,Raw,24.5,81.9,175.0,220.0,127.5
M,Wraps,21.0,89.54,197.5,227.5,137.5
F,Raw,35.0,72.8,67.5,152.5,45.0
F,Raw,42.0,59.96,112.5,142.5,57.5
M,Raw,26.0,122.97,252.5,255.0,192.5
F,Raw,23.5,63.9,47.5,70.0,40.0
M,Raw,22.0,74.3,125.0,175.0,92.5
F,Raw,36.5,83.2,147.5,152.5,65.0
M,Single-ply,51.0,108.1,250.0,235.0,132.5
M,Wraps,45.0,108.8,287.5,265.0,185.0
F,Wraps,35.0,55.93,82.5,97.5,40.0
F,Raw,26.5,71.6,100.0,132.5,47.5
F,Raw,13.0,56.73,37.5,67.5,27.5
M,Raw,18.0,62.9,92.5,167.5,77.5
M,Raw,26.0,97.6,250.0,277.5,147.5
F,Raw,15.5,73.2,105.0,125.0,60.0
M,Raw,54.0,81.65,135.0,195.0,85.0
M,Wraps,28.0,80.3,170.0,220.0,115.0
M,Wraps,39.0,124.56,267.5,227.5,150.0
M,Raw,22.0,109.1,212.5,215.0,157.5
M,Raw,25.0,60.3,135.0,167.5,82.5
M,Single-ply,30.0,99.88,270.0,272.5,160.0
M,Single-ply,33.5,103.75,262.5,260.0,177.5
M,Raw,15.0,65.32,155.0,185.0,127.5
M,Raw,32.5,132.0,200.0,240.0,172.5
F,Raw,32.0,65.9,130.0,175.0,80.0
M,Wraps,52.0,123.65,215.46,210.92,124.74
M,Raw,18.5,82.01,197.5,265.0,117.5
M,Raw,17.5,105.35,190.0,215.0,100.0
M,Single-ply,17.5,52.6,185.0,172.5,157.5
F,Raw,11.5,77.9,35.0,70.0,32.5
M,Raw,31.5,58.2,225.5,270.5,165.0
F,Raw,29.5,60.9,110.0,110.0,62.5
M,Raw,22.0,89.63,172.5,240.0,132.5
M,Single-ply,30.0,88.5,305.0,262.5,195.0
F,Single-ply,19.5,58.1,170.0,135.0,105.0
M,Raw,20.0,79.2,140.0,190.0,85.0
M,Raw,19.0,81.0,225.0,232.5,137.5
F,Raw,28.0,51.6,112.5,125.0,57.5
M,Wraps,34.0,116.8,245.0,257.5,160.0
M,Single-ply,17.5,71.2,207.5,220.0,137.5
F,Single-ply,51.5,92.21,192.5,187.5,135.0
F,Raw,27.0,66.9,100.0,102.5,47.5
F,Raw,40.0,74.6,95.0,117.5,60.0
M,Raw,45.5,92.5,187.5,240.0,142.5
F,Raw,35.5,73.7,120.0,135.0,62.5
M,Raw,23.0,73.9,172.5,248.0,102.5
M,Raw,29.5,102.4,275.0,295.0,162.5
M,Wraps,45.0,131.63,231.33,265.35,170.1
M,Wraps,23.0,74.34,195.0,205.0,110.0
M,Wraps,22.0,97.98,217.5,272.5,142.5
F,Raw,25.5,72.1,120.0,130.0,75.0
M,Single-ply,31.0,81.74,257.5,260.0,172.5
F,Raw,19.0,55.9,105.0,115.0,57.5
M,Single-ply,24.5,109.72,320.0,255.0,230.0
M,Raw,33.5,106.8,227.5,252.5,170.0
F,Raw,37.0,77.3,65.0,105.0,45.0
F,Raw,20.0,67.4,112.5,145.0,75.0
M,Single-ply,22.5,92.17,307.5,270.0,185.0
M,Raw,24.5,91.0,262.5,282.5,142.5
M,Wraps,39.0,134.5,285.0,317.5,200.0
M,Wraps,21.0,66.7,175.0,205.0,120.0
M,Raw,20.5,91.9,190.0,175.0,132.5
M,Raw,29.5,103.7,200.0,227.5,115.0
F,Raw,26.5,45.4,107.5,132.5,55.0
M,Wraps,28.0,122.56,249.48,247.21,215.46
F,Raw,29.0,81.6,142.5,162.5,72.5
M,Raw,27.0,89.8,202.5,227.5,170.0
F,Single-ply,16.5,46.81,93.0,111.1,38.6
F,Raw,29.0,68.9,125.0,150.0,82.5
M,Raw,19.0,98.43,272.5,272.5,185.0
F,Raw,29.0,74.6,102.5,140.0,70.0
F,Wraps,21.0,59.42,90.72,88.45,52.16
M,Raw,19.0,74.98,207.5,235.0,130.0
F,Raw,15.0,49.99,57.5,65.0,45.0
F,Raw,11.5,53.8,52.5,62.5,30.0
F,Raw,43.5,56.22,142.5,142.5,67.5
M,Raw,43.5,82.8,120.0,165.0,100.0
M,Wraps,24.0,106.14,229.06,310.71,140.61
M,Wraps,42.0,108.3,227.5,252.5,167.5
M,Wraps,23.0,122.1,280.0,285.0,155.0
F,Wraps,32.0,107.77,199.58,204.12,106.59
F,Raw,24.0,51.2,97.5,122.5,50.0
F,Single-ply,18.5,73.4,137.5,137.5,62.5
M,Wraps,22.0,99.3,257.5,257.5,140.0
M,Raw,30.0,72.17,157.5,185.0,110.0
M,Raw,23.5,128.1,192.5,227.5,125.0
M,Wraps,50.0,98.7,257.5,317.5,167.5
M,Wraps,23.0,89.72,303.91,306.17,190.51
F,Wraps,20.0,59.06,120.2,165.56,58.97
M,Single-ply,22.5,73.28,312.5,295.0,230.0
M,Raw,19.5,83.0,187.5,240.0,140.0
M,Raw,19.5,73.1,210.0,245.0,120.0
M,Raw,34.5,91.1,175.0,237.5,157.5
M,Raw,21.5,89.01,212.5,245.0,147.5
M,Wraps,18.0,71.55,167.5,250.0,110.0
M,Raw,20.5,82.3,207.5,237.5,125.0
F,Raw,29.0,59.4,137.5,145.0,57.5
F,Single-ply,27.5,56.38,215.0,195.0,135.0
M,Raw,23.0,92.9,215.0,262.5,137.5
F,Wraps,45.5,51.8,77.11,136.08,54.43
M,Raw,23.0,98.57,270.0,332.5,187.5
M,Wraps,26.0,126.6,182.5,207.5,122.5
M,Single-ply,37.5,116.4,322.5,262.5,250.0
F,Raw,29.5,51.83,100.0,125.0,45.0
F,Single-ply,24.5,56.52,210.0,192.5,127.5
M,Single-ply,17.0,71.67,192.5,182.5,120.0
F,Single-ply,41.5,107.3,160.0,145.0,160.0
M,Raw,18.0,57.61,117.5,140.0,87.5
M,Raw,21.5,65.2,125.0,185.0,82.5
M,Raw,26.5,92.4,215.0,242.5,155.0
M,Wraps,32.0,119.2,277.5,272.5,182.5
F,Raw,41.5,79.7,150.0,150.0,67.5
F,Raw,42.5,92.7,125.0,157.5,55.0
F,Raw,36.5,68.95,170.0,205.0,87.5
F,Wraps,42.0,67.36,65.0,102.5,35.0
M,Single-ply,34.0,74.6,230.0,257.5,165.0
F,Raw,46.0,70.76,82.5,112.5,60.0
M,Single-ply,48.0,89.63,220.0,250.0,150.0
M,Raw,19.5,103.1,170.0,177.5,107.5
M,Raw,22.5,79.85,165.0,185.0,105.0
M,Wraps,30.0,98.3,282.5,272.5,185.0
M,Single-ply,22.5,92.07,258.6,244.9,240.4
M,Wraps,23.0,73.95,180.0,220.0,127.5
M,Wraps,25.0,73.7,195.0,217.5,135.0
F,Raw,27.0,67.5,117.5,155.0,60.0
M,Wraps,43.0,89.0,232.5,265.0,150.0
F,Raw,32.0,71.3,155.0,230.0,80.0
M,Raw,22.0,98.8,225.0,287.5,165.0
M,Single-ply,14.0,86.18,192.5,187.5,127.5
M,Raw,21.0,88.95,240.0,267.5,137.5
M,Raw,44.0,78.2,185.97,244.94,174.63
M,Raw,29.0,99.8,240.0,267.5,202.5
M,Raw,31.0,82.4,240.0,277.5,150.0
M,Raw,33.0,107.9,200.0,275.0,122.5
M,Raw,32.5,90.75,192.5,245.0,150.0
M,Wraps,27.0,74.39,197.31,183.7,149.69
F,Raw,29.0,50.5,70.0,117.5,60.0
F,Raw,21.5,70.9,97.5,107.5,50.0
M,Wraps,45.0,131.18,188.24,192.78,122.47
M,Raw,32.0,88.7,242.5,275.0,147.5
M,Wraps,25.0,124.8,295.0,285.0,195.0
M,Raw,32.0,81.2,240.0,302.5,145.0
M,Raw,22.0,69.49,127.5,147.5,80.0
M,Raw,24.0,81.8,230.0,262.5,130.0
F,Raw,19.5,62.45,135.0,167.5,82.5
F,Single-ply,23.5,62.57,215.0,192.5,130.0
F,Raw,41.0,82.55,157.5,175.0,100.0
M,Single-ply,49.0,103.25,297.5,252.5,237.5
F,Raw,23.5,61.5,77.5,107.5,40.0
F,Raw,49.5,68.13,97.5,122.5,70.0
F,Wraps,31.5,88.13,106.59,113.4,61.23
F,Raw,42.0,52.8,92.5,110.0,55.0
M,Raw,23.5,72.5,142.5,172.5,102.5
M,Raw,28.0,81.5,227.5,220.0,152.5
